Index,Wastewater Treatment Plant,County,Date,Population Served,Viral Gene Copies Per Person,Viral Gene Copies/L
6251,Roanoke Rapids,HalifaxNorthampton,8/20/2021,14320,18095619,22082
6252,Roanoke Rapids,HalifaxNorthampton,8/17/2021,14320,3197485,3269
6253,Roanoke Rapids,HalifaxNorthampton,8/13/2021,14320,11792716,16523
6254,Roanoke Rapids,HalifaxNorthampton,8/10/2021,14320,34017113,32996
6255,Roanoke Rapids,HalifaxNorthampton,8/6/2021,14320,9888853,13360
6256,Roanoke Rapids,HalifaxNorthampton,8/4/2021,14320,27280436,39693
6257,Roanoke Rapids,HalifaxNorthampton,7/28/2021,14320,3591888,5226
6258,Roanoke Rapids,HalifaxNorthampton,7/21/2021,14320,1446904,0
6259,Roanoke Rapids,HalifaxNorthampton,7/14/2021,14320,7809608,8441
6260,Roanoke Rapids,HalifaxNorthampton,7/10/2021,14320,1073769,0
6261,Roanoke Rapids,HalifaxNorthampton,7/7/2021,14320,204202,0
6262,Roanoke Rapids,HalifaxNorthampton,7/3/2021,14320,243472,0
6263,Roanoke Rapids,HalifaxNorthampton,6/30/2021,14320,212056,0
6264,Roanoke Rapids,HalifaxNorthampton,6/26/2021,14320,196349,0
6265,Roanoke Rapids,HalifaxNorthampton,6/23/2021,14320,243472,0
6266,Roanoke Rapids,HalifaxNorthampton,6/19/2021,14320,204202,0
6267,Rocky River,Cabarrus,9/6/2023,226400,358091,0
6268,Rocky River,Cabarrus,9/2/2023,226400,384760,0
6269,Rocky River,Cabarrus,8/29/2023,226400,390829,0
6270,Rocky River,Cabarrus,8/26/2023,226400,478743,0
6271,Rocky River,Cabarrus,8/22/2023,226400,348160,0
6272,Rocky River,Cabarrus,8/19/2023,226400,343562,0
6273,Rocky River,Cabarrus,8/15/2023,226400,362506,0
6274,Rocky River,Cabarrus,8/12/2023,226400,9053259,0
6275,Rocky River,Cabarrus,8/8/2023,226400,2208231,6490
6276,Rocky River,Cabarrus,8/5/2023,226400,361402,0
6277,Rocky River,Cabarrus,8/1/2023,226400,37666369,117700
6278,Rocky River,Cabarrus,7/29/2023,226400,50899569,152900
6279,Rocky River,Cabarrus,7/25/2023,226400,12606917,37290
6280,Rocky River,Cabarrus,7/22/2023,226400,25362514,77000
6281,Rocky River,Cabarrus,7/18/2023,226400,22188982,69300
6282,Rocky River,Cabarrus,7/15/2023,226400,32002012,95700
6283,Rocky River,Cabarrus,7/11/2023,226400,25338237,74800
6284,Rocky River,Cabarrus,7/8/2023,226400,28351576,79200
6285,Rocky River,Cabarrus,7/4/2023,226400,29919123,82500
6286,Rocky River,Cabarrus,7/1/2023,226400,17472363,44000
6287,Rocky River,Cabarrus,6/27/2023,226400,23433566,58300
6288,Rocky River,Cabarrus,6/24/2023,226400,22857529,44000
6289,Rocky River,Cabarrus,6/20/2023,226400,16957388,44000
6290,Rocky River,Cabarrus,6/17/2023,226400,22820194,64900
6291,Rocky River,Cabarrus,6/13/2023,226400,24697461,64900
6292,Rocky River,Cabarrus,6/10/2023,226400,12153408,35200
6293,Rocky River,Cabarrus,6/6/2023,226400,14157396,37400
6294,Rocky River,Cabarrus,6/3/2023,226400,41487850,114400
6295,Rocky River,Cabarrus,5/31/2023,226400,15719609,38500
6296,Rocky River,Cabarrus,5/27/2023,226400,14297359,40700
6297,Rocky River,Cabarrus,5/23/2023,226400,23142973,61600
6298,Rocky River,Cabarrus,5/20/2023,226400,25068243,63800
6299,Rocky River,Cabarrus,5/16/2023,226400,11872048,31460
6300,Rocky River,Cabarrus,5/13/2023,226400,42319903,110000
6301,Rocky River,Cabarrus,5/9/2023,226400,26768764,67100
6302,Rocky River,Cabarrus,5/6/2023,226400,18315083,46200
6303,Rocky River,Cabarrus,5/2/2023,226400,18645035,39600
6304,Rocky River,Cabarrus,4/29/2023,226400,32582463,46200
6305,Rocky River,Cabarrus,4/25/2023,226400,11581786,30800
6306,Rocky River,Cabarrus,4/22/2023,226400,11098813,28600
6307,Rocky River,Cabarrus,4/18/2023,226400,14139740,34100
6308,Rocky River,Cabarrus,4/15/2023,226400,16762433,38500
6309,Rocky River,Cabarrus,4/11/2023,226400,28064661,56100
6310,Rocky River,Cabarrus,4/7/2023,226400,25943149,69300
6311,Rocky River,Cabarrus,4/4/2023,226400,24174394,68200
6312,Rocky River,Cabarrus,4/1/2023,226400,19538148,53900
6313,Rocky River,Cabarrus,3/28/2023,226400,40555010,94600
6314,Rocky River,Cabarrus,3/25/2023,226400,16009834,42900
6315,Rocky River,Cabarrus,3/21/2023,226400,32984143,92400
6316,Rocky River,Cabarrus,3/18/2023,226400,419337,0
6317,Rocky River,Cabarrus,3/14/2023,226400,55855650,162800
6318,Rocky River,Cabarrus,3/11/2023,226400,70153377,194700
6319,Rocky River,Cabarrus,3/7/2023,226400,46573963,126500
6320,Rocky River,Cabarrus,3/4/2023,226400,85893401,201300
6321,Rocky River,Cabarrus,2/28/2023,226400,58655642,154000
6322,Rocky River,Cabarrus,2/25/2023,226400,48466496,134200
6323,Rocky River,Cabarrus,2/21/2023,226400,11438726,28952
6324,Rocky River,Cabarrus,2/18/2023,226400,25355404,58938
6325,Rocky River,Cabarrus,2/14/2023,226400,5265345,9254
6326,Rocky River,Cabarrus,2/11/2023,226400,17432456,44979
6327,Rocky River,Cabarrus,2/7/2023,226400,13515586,34122
6328,Rocky River,Cabarrus,2/4/2023,226400,39066004,80652
6329,Rocky River,Cabarrus,1/31/2023,226400,9268853,21714
6330,Rocky River,Cabarrus,1/28/2023,226400,13659253,33088
6331,Rocky River,Cabarrus,1/24/2023,226400,9910254,19646
6332,Rocky River,Cabarrus,1/21/2023,226400,11508917,31020
6333,Rocky River,Cabarrus,1/18/2023,226400,20273120,49632
6334,Rocky River,Cabarrus,1/14/2023,226400,21254412,46530
6335,Rocky River,Cabarrus,1/10/2023,226400,16175241,40326
6336,Rocky River,Cabarrus,1/7/2023,226400,23131246,53768
6337,Rocky River,Cabarrus,1/4/2023,226400,23496378,63074
6338,Rocky River,Cabarrus,12/31/2022,226400,54107296,146828
6339,Rocky River,Cabarrus,12/29/2022,226400,97482272,265738
6340,Rocky River,Cabarrus,12/22/2022,226400,42677560,122012
6341,Rocky River,Cabarrus,12/20/2022,226400,24683921,69278
6342,Rocky River,Cabarrus,12/17/2022,226400,29366150,62040
6343,Rocky River,Cabarrus,12/13/2022,226400,13963703,40326
6344,Rocky River,Cabarrus,12/10/2022,226400,7752138,19646
6345,Rocky River,Cabarrus,12/6/2022,226400,19202620,53768
6346,Rocky River,Cabarrus,12/3/2022,226400,10528662,28952
6347,Rocky River,Cabarrus,11/29/2022,226400,5663694,14476
6348,Rocky River,Cabarrus,11/24/2022,226400,2022748,6204
6349,Rocky River,Cabarrus,11/22/2022,226400,18733239,58938
6350,Rocky River,Cabarrus,11/19/2022,226400,10765687,34122
6351,Rocky River,Cabarrus,11/15/2022,226400,3238125,10340
6352,Rocky River,Cabarrus,11/8/2022,226400,6974158,20680
6353,Rocky River,Cabarrus,11/5/2022,226400,361586,0
6354,Rocky River,Cabarrus,11/1/2022,226400,4067798,11374
6355,Rocky River,Cabarrus,10/29/2022,226400,8895596,26884
6356,Rocky River,Cabarrus,10/25/2022,226400,8684331,26884
6357,Rocky River,Cabarrus,10/22/2022,226400,4862375,15510
6358,Rocky River,Cabarrus,10/18/2022,226400,3797752,11374
6359,Rocky River,Cabarrus,10/15/2022,226400,5961920,19646
6360,Salisbury 1 (CDC Contract),Rowan,9/14/2023,31536,276957361,585614
6361,Salisbury 1 (CDC Contract),Rowan,9/12/2023,31536,299696620,566415
6362,Salisbury 1 (CDC Contract),Rowan,9/7/2023,31536,401121749,748763
6363,Salisbury 1 (CDC Contract),Rowan,9/5/2023,31536,451562253,973840
6364,Salisbury 1 (CDC Contract),Rowan,8/31/2023,31536,200485101,295094
6365,Salisbury 1 (CDC Contract),Rowan,8/29/2023,31536,485019550,795252
6366,Salisbury 1 (CDC Contract),Rowan,8/24/2023,31536,464448947,941436
6367,Salisbury 1 (CDC Contract),Rowan,8/22/2023,31536,376828841,809944
6368,Salisbury 1 (CDC Contract),Rowan,8/17/2023,31536,221237900,455655
6369,Salisbury 1 (CDC Contract),Rowan,8/15/2023,31536,263867381,488721
6370,Salisbury 1 (CDC Contract),Rowan,8/10/2023,31536,449542271,941694
6371,Salisbury 1 (CDC Contract),Rowan,8/8/2023,31536,322384621,604087
6372,Salisbury 1 (CDC Contract),Rowan,8/3/2023,31536,348770560,784024
6373,Salisbury 1 (CDC Contract),Rowan,8/1/2023,31536,250287462,512948
6374,Salisbury 1 (CDC Contract),Rowan,7/27/2023,31536,315637482,682826
6375,Salisbury 1 (CDC Contract),Rowan,7/25/2023,31536,147559806,322401
6376,Salisbury 1 (CDC Contract),Rowan,7/20/2023,31536,277291038,604896
6377,Salisbury 1 (CDC Contract),Rowan,7/18/2023,31536,272376035,548635
6378,Salisbury 1 (CDC Contract),Rowan,7/13/2023,31536,111745459,218995
6379,Salisbury 1 (CDC Contract),Rowan,7/11/2023,31536,225026101,489345
6380,Salisbury 1 (CDC Contract),Rowan,6/29/2023,31536,308891373,415326
6381,Salisbury 1 (CDC Contract),Rowan,6/27/2023,31536,162066008,245306
6382,Salisbury 1 (CDC Contract),Rowan,6/22/2023,31536,190662829,175127
6383,Salisbury 1 (CDC Contract),Rowan,6/20/2023,31536,155637826,232952
6384,Salisbury 1 (CDC Contract),Rowan,6/15/2023,31536,149326537,282030
6385,Salisbury 1 (CDC Contract),Rowan,6/13/2023,31536,81020940,161017
6386,Salisbury 1 (CDC Contract),Rowan,6/8/2023,31536,208411751,405670
6387,Salisbury 1 (CDC Contract),Rowan,6/6/2023,31536,258183673,475551
6388,Salisbury 1 (CDC Contract),Rowan,6/1/2023,31536,283321455,533410
6389,Salisbury 1 (CDC Contract),Rowan,5/30/2023,31536,207860938,356093
6390,Salisbury 1 (CDC Contract),Rowan,5/25/2023,31536,236217760,439268
6391,Salisbury 1 (CDC Contract),Rowan,5/23/2023,31536,31322785,56300
6392,Salisbury 1 (CDC Contract),Rowan,5/18/2023,31536,162069802,277248
6393,Salisbury 1 (CDC Contract),Rowan,5/16/2023,31536,124073435,236263
6394,Salisbury 1 (CDC Contract),Rowan,5/11/2023,31536,157157820,282659
6395,Salisbury 1 (CDC Contract),Rowan,5/9/2023,31536,246001208,404465
6396,Salisbury 1 (CDC Contract),Rowan,5/4/2023,31536,423202725,635716
6397,Salisbury 1 (CDC Contract),Rowan,5/2/2023,31536,218672274,305971
6398,Salisbury 1 (CDC Contract),Rowan,4/27/2023,31536,3221051,0
6399,Salisbury 1 (CDC Contract),Rowan,4/25/2023,31536,171401689,304920
6400,Salisbury 1 (CDC Contract),Rowan,4/20/2023,31536,308391350,566276
6401,Salisbury 1 (CDC Contract),Rowan,4/18/2023,31536,105162982,177782
6402,Salisbury 1 (CDC Contract),Rowan,4/13/2023,31536,283675213,413596
6403,Salisbury 1 (CDC Contract),Rowan,4/11/2023,31536,139353148,159536
6404,Salisbury 1 (CDC Contract),Rowan,4/6/2023,31536,116493638,221071
6405,Salisbury 1 (CDC Contract),Rowan,4/4/2023,31536,222807029,396962
6406,Salisbury 1 (CDC Contract),Rowan,3/30/2023,31536,279603713,411113
6407,Salisbury 1 (CDC Contract),Rowan,3/28/2023,31536,396221360,488010
6408,Salisbury 1 (CDC Contract),Rowan,3/23/2023,31536,297994914,533201
6409,Salisbury 1 (CDC Contract),Rowan,3/21/2023,31536,353011568,614100
6410,Salisbury 1 (CDC Contract),Rowan,3/16/2023,31536,327018759,623999
6411,Salisbury 1 (CDC Contract),Rowan,3/14/2023,31536,312958363,534145
6412,Salisbury 1 (CDC Contract),Rowan,3/9/2023,31536,413897410,658297
6413,Salisbury 1 (CDC Contract),Rowan,3/7/2023,31536,252565160,401548
6414,Salisbury 1 (CDC Contract),Rowan,3/2/2023,31536,194280336,351933
6415,Salisbury 1 (CDC Contract),Rowan,2/28/2023,31536,414299567,628920
6416,Salisbury 1 (CDC Contract),Rowan,2/23/2023,31536,177234594,284058
6417,Salisbury 1 (CDC Contract),Rowan,2/21/2023,31536,192674551,318422
6418,Salisbury 1 (CDC Contract),Rowan,2/16/2023,31536,580269696,853647
6419,Salisbury 1 (CDC Contract),Rowan,2/14/2023,31536,864043849,823323
6420,Salisbury 1 (CDC Contract),Rowan,2/9/2023,31536,701661605,1081701
6421,Salisbury 1 (CDC Contract),Rowan,2/7/2023,31536,456630513,769452
6422,Salisbury 1 (CDC Contract),Rowan,2/2/2023,31536,1094220089,1703906
6423,Salisbury 1 (CDC Contract),Rowan,1/31/2023,31536,1148913605,1574009
6424,Salisbury 1 (CDC Contract),Rowan,1/26/2023,31536,228991296,244391
6425,Salisbury 1 (CDC Contract),Rowan,1/24/2023,31536,946716180,1053011
6426,Salisbury 1 (CDC Contract),Rowan,1/19/2023,31536,694758022,1198343
6427,Salisbury 1 (CDC Contract),Rowan,1/17/2023,31536,191652005,314796
6428,Salisbury 1 (CDC Contract),Rowan,1/12/2023,31536,843745694,1371285
6429,Salisbury 1 (CDC Contract),Rowan,1/10/2023,31536,24275083,0
6430,Salisbury 1 (CDC Contract),Rowan,1/5/2023,31536,3878743182,2906687
6431,Salisbury 1 (CDC Contract),Rowan,1/3/2023,31536,1612133921,2820965
6432,Salisbury 1 (CDC Contract),Rowan,12/22/2022,31536,1721448571,2783640
6433,Salisbury 1 (CDC Contract),Rowan,12/20/2022,31536,1358039157,2456310
6434,Salisbury 1 (CDC Contract),Rowan,12/15/2022,31536,332237457,604864
6435,Salisbury 1 (CDC Contract),Rowan,12/13/2022,31536,120577931,551333
6436,Salisbury 1 (CDC Contract),Rowan,12/8/2022,31536,772050169,1428362
6437,Salisbury 1 (CDC Contract),Rowan,12/6/2022,31536,655380824,1264170
6438,Salisbury 1 (CDC Contract),Rowan,12/1/2022,31536,502585323,504946
6439,Salisbury 1 (CDC Contract),Rowan,11/29/2022,31536,654887980,1060004
6440,Salisbury 1 (CDC Contract),Rowan,11/21/2022,31536,243281750,523848
6441,Salisbury 1 (CDC Contract),Rowan,11/17/2022,31536,130716874,206445
6442,Salisbury 1 (CDC Contract),Rowan,11/15/2022,31536,109837477,204572
6443,Salisbury 1 (CDC Contract),Rowan,11/10/2022,31536,160012678,341810
6444,Salisbury 1 (CDC Contract),Rowan,11/8/2022,31536,13922677,0
6445,Salisbury 1 (CDC Contract),Rowan,11/3/2022,31536,44682086,83650
6446,Salisbury 1 (CDC Contract),Rowan,11/1/2022,31536,46587125,94020
6447,Salisbury 1 (CDC Contract),Rowan,10/27/2022,31536,124606760,244776
6448,Salisbury 1 (CDC Contract),Rowan,10/25/2022,31536,103869022,202132
6449,Salisbury 1 (CDC Contract),Rowan,10/20/2022,31536,182744258,337269
6450,Salisbury 1 (CDC Contract),Rowan,10/18/2022,31536,16379344,0
6451,Salisbury 1 (CDC Contract),Rowan,10/13/2022,31536,239224187,451817
6452,Salisbury 1 (CDC Contract),Rowan,10/11/2022,31536,89659751,158926
6453,Salisbury 1 (CDC Contract),Rowan,10/6/2022,31536,143717080,291669
6454,Salisbury 1 (CDC Contract),Rowan,10/4/2022,31536,218752128,438819
6455,Salisbury 1 (CDC Contract),Rowan,9/29/2022,31536,300174332,573170
6456,Salisbury 1 (CDC Contract),Rowan,9/27/2022,31536,201653583,370526
6457,Salisbury 1 (CDC Contract),Rowan,9/15/2022,31536,482166120,979972
6458,Salisbury 1 (CDC Contract),Rowan,9/13/2022,31536,317165268,498545
6459,Salisbury 1 (CDC Contract),Rowan,9/8/2022,31536,854203200,1460359
6460,Salisbury 1 (CDC Contract),Rowan,9/6/2022,31536,789911794,1336187
6461,Salisbury 1 (CDC Contract),Rowan,9/1/2022,31536,553409227,994270
6462,Salisbury 1 (CDC Contract),Rowan,8/30/2022,31536,1495550888,2589229
6463,Salisbury 1 (CDC Contract),Rowan,8/25/2022,31536,448311816,817973
6464,Salisbury 1 (CDC Contract),Rowan,8/23/2022,31536,509561517,833851
6465,Salisbury 1 (CDC Contract),Rowan,8/18/2022,31536,337395342,645721
6466,Salisbury 1 (CDC Contract),Rowan,8/16/2022,31536,659444490,1100521
6467,Salisbury 1 (CDC Contract),Rowan,8/11/2022,31536,574299270,1015163
6468,Salisbury 1 (CDC Contract),Rowan,8/9/2022,31536,969598882,1587907
6469,Salisbury 1 (CDC Contract),Rowan,8/4/2022,31536,1221511136,1936509
6470,Salisbury 1 (CDC Contract),Rowan,8/2/2022,31536,355002613,646733
6471,Salisbury 1 (CDC Contract),Rowan,7/28/2022,31536,814861793,1390532
6472,Salisbury 1 (CDC Contract),Rowan,7/26/2022,31536,505937736,890921
6473,Salisbury 1 (CDC Contract),Rowan,7/21/2022,31536,738872012,1346055
6474,Salisbury 1 (CDC Contract),Rowan,7/19/2022,31536,167234650,296683
6475,Salisbury 1 (CDC Contract),Rowan,7/14/2022,31536,576120800,1141955
6476,Salisbury 1 (CDC Contract),Rowan,7/12/2022,31536,976834545,1782687
6477,Salisbury 1 (CDC Contract),Rowan,7/7/2022,31536,877949368,1676021
6478,Salisbury 1 (CDC Contract),Rowan,7/5/2022,31536,301682172,619345
6479,Salisbury 1 (CDC Contract),Rowan,6/30/2022,31536,404149576,731628
6480,Salisbury 1 (CDC Contract),Rowan,6/28/2022,31536,233459586,437951
6481,Salisbury 1 (CDC Contract),Rowan,6/23/2022,31536,448407258,950308
6482,Salisbury 1 (CDC Contract),Rowan,6/21/2022,31536,359479505,642663
6483,Salisbury 1 (CDC Contract),Rowan,6/16/2022,31536,1269765815,2295652
6484,Salisbury 1 (CDC Contract),Rowan,6/14/2022,31536,387454075,714445
6485,Salisbury 2 (CDC Contract),Rowan,9/12/2023,22940,159740394,555710
6486,Salisbury 2 (CDC Contract),Rowan,9/7/2023,22940,403152593,995581
6487,Salisbury 2 (CDC Contract),Rowan,9/5/2023,22940,140589839,543709
6488,Salisbury 2 (CDC Contract),Rowan,8/31/2023,22940,254935773,424435
6489,Salisbury 2 (CDC Contract),Rowan,8/29/2023,22940,118229414,438217
6490,Salisbury 2 (CDC Contract),Rowan,8/24/2023,22940,267690890,972566
6491,Salisbury 2 (CDC Contract),Rowan,8/22/2023,22940,111672578,452675
6492,Salisbury 2 (CDC Contract),Rowan,8/17/2023,22940,164888763,658699
6493,Salisbury 2 (CDC Contract),Rowan,8/15/2023,22940,127722569,471960
6494,Salisbury 2 (CDC Contract),Rowan,8/10/2023,22940,116692714,513934
6495,Salisbury 2 (CDC Contract),Rowan,8/8/2023,22940,58571922,198742
6496,Salisbury 2 (CDC Contract),Rowan,8/3/2023,22940,120218263,485368
6497,Salisbury 2 (CDC Contract),Rowan,7/27/2023,22940,78415970,307779
6498,Salisbury 2 (CDC Contract),Rowan,7/25/2023,22940,91537931,288574
6499,Salisbury 2 (CDC Contract),Rowan,7/20/2023,22940,211960783,914892
6500,Salisbury 2 (CDC Contract),Rowan,7/18/2023,22940,60458737,220450
6501,Salisbury 2 (CDC Contract),Rowan,7/13/2023,22940,80833931,305592
6502,Salisbury 2 (CDC Contract),Rowan,7/11/2023,22940,110299676,367269
6503,Salisbury 2 (CDC Contract),Rowan,6/29/2023,22940,174448893,307857
6504,Salisbury 2 (CDC Contract),Rowan,6/27/2023,22940,44530889,114591
6505,Salisbury 2 (CDC Contract),Rowan,6/22/2023,22940,220127809,320674
6506,Salisbury 2 (CDC Contract),Rowan,6/20/2023,22940,65729942,284523
6507,Salisbury 2 (CDC Contract),Rowan,6/15/2023,22940,20137226,83700
6508,Salisbury 2 (CDC Contract),Rowan,6/13/2023,22940,119164859,404568
6509,Salisbury 2 (CDC Contract),Rowan,6/8/2023,22940,45942373,166318
6510,Salisbury 2 (CDC Contract),Rowan,6/6/2023,22940,24821057,88222
6511,Salisbury 2 (CDC Contract),Rowan,6/1/2023,22940,19589102,116043
6512,Salisbury 2 (CDC Contract),Rowan,5/30/2023,22940,33307372,106235
6513,Salisbury 2 (CDC Contract),Rowan,5/25/2023,22940,44455344,209165
6514,Salisbury 2 (CDC Contract),Rowan,5/23/2023,22940,36080404,149967
6515,Salisbury 2 (CDC Contract),Rowan,5/18/2023,22940,38873412,159606
6516,Salisbury 2 (CDC Contract),Rowan,5/16/2023,22940,28861909,105366
6517,Salisbury 2 (CDC Contract),Rowan,5/11/2023,22940,46196378,177412
6518,Salisbury 2 (CDC Contract),Rowan,5/9/2023,22940,29940895,115644
6519,Salisbury 2 (CDC Contract),Rowan,5/4/2023,22940,73210966,235868
6520,Salisbury 2 (CDC Contract),Rowan,5/2/2023,22940,77837364,178676
6521,Salisbury 2 (CDC Contract),Rowan,4/27/2023,22940,88940649,311376
6522,Salisbury 2 (CDC Contract),Rowan,4/25/2023,22940,76769028,271113
6523,Salisbury 2 (CDC Contract),Rowan,4/20/2023,22940,85686133,279929
6524,Salisbury 2 (CDC Contract),Rowan,4/18/2023,22940,173345538,405597
6525,Salisbury 2 (CDC Contract),Rowan,4/13/2023,22940,232670280,501605
6526,Salisbury 2 (CDC Contract),Rowan,4/11/2023,22940,456326776,493205
6527,Salisbury 2 (CDC Contract),Rowan,4/6/2023,22940,44265553,140301
6528,Salisbury 2 (CDC Contract),Rowan,4/4/2023,22940,30328161,117740
6529,Salisbury 2 (CDC Contract),Rowan,3/30/2023,22940,94030454,292224
6530,Salisbury 2 (CDC Contract),Rowan,3/28/2023,22940,131830775,322012
6531,Salisbury 2 (CDC Contract),Rowan,3/23/2023,22940,186957642,897060
6532,Salisbury 2 (CDC Contract),Rowan,3/21/2023,22940,252486874,926773
6533,Salisbury 2 (CDC Contract),Rowan,3/16/2023,22940,127232997,471013
6534,Salisbury 2 (CDC Contract),Rowan,3/14/2023,22940,129644308,408704
6535,Salisbury 2 (CDC Contract),Rowan,3/9/2023,22940,153947951,462999
6536,Salisbury 2 (CDC Contract),Rowan,3/7/2023,22940,179799623,467643
6537,Salisbury 2 (CDC Contract),Rowan,3/2/2023,22940,122906294,507722
6538,Salisbury 2 (CDC Contract),Rowan,2/28/2023,22940,115368959,371889
6539,Salisbury 2 (CDC Contract),Rowan,2/23/2023,22940,387735200,1201290
6540,Salisbury 2 (CDC Contract),Rowan,2/21/2023,22940,132058344,381272
6541,Salisbury 2 (CDC Contract),Rowan,2/16/2023,22940,583660351,1169661
6542,Salisbury 2 (CDC Contract),Rowan,2/14/2023,22940,1028861761,969678
6543,Salisbury 2 (CDC Contract),Rowan,2/9/2023,22940,233067508,915965
6544,Salisbury 2 (CDC Contract),Rowan,2/7/2023,22940,882680210,2447005
6545,Salisbury 2 (CDC Contract),Rowan,2/2/2023,22940,779215898,1908709
6546,Salisbury 2 (CDC Contract),Rowan,1/31/2023,22940,691997995,1255943
6547,Salisbury 2 (CDC Contract),Rowan,1/26/2023,22940,399613044,861204
6548,Salisbury 2 (CDC Contract),Rowan,1/24/2023,22940,501079254,1125919
6549,Salisbury 2 (CDC Contract),Rowan,1/19/2023,22940,389054774,1160296
6550,Salisbury 2 (CDC Contract),Rowan,1/17/2023,22940,499270753,1588264
6551,Salisbury 2 (CDC Contract),Rowan,1/12/2023,22940,299219449,854528
6552,Salisbury 2 (CDC Contract),Rowan,1/10/2023,22940,824586420,2181186
6553,Salisbury 2 (CDC Contract),Rowan,1/5/2023,22940,610861496,1356503
6554,Salisbury 2 (CDC Contract),Rowan,1/3/2023,22940,563129956,1874046
6555,Salisbury 2 (CDC Contract),Rowan,12/22/2022,22940,414192596,1440080
6556,Salisbury 2 (CDC Contract),Rowan,12/20/2022,22940,480594927,1288132
6557,Salisbury 2 (CDC Contract),Rowan,12/15/2022,22940,482549821,1926425
6558,Salisbury 2 (CDC Contract),Rowan,12/13/2022,22940,1137027655,1640603
6559,Salisbury 2 (CDC Contract),Rowan,12/8/2022,22940,174443469,663622
6560,Salisbury 2 (CDC Contract),Rowan,12/6/2022,22940,204073737,777318
6561,Salisbury 2 (CDC Contract),Rowan,12/1/2022,22940,209633878,517478
6562,Salisbury 2 (CDC Contract),Rowan,11/29/2022,22940,258616321,1024345
6563,Salisbury 2 (CDC Contract),Rowan,11/21/2022,22940,89537562,395488
6564,Salisbury 2 (CDC Contract),Rowan,11/17/2022,22940,172120692,570609
6565,Salisbury 2 (CDC Contract),Rowan,11/15/2022,22940,137329212,614647
6566,Salisbury 2 (CDC Contract),Rowan,11/10/2022,22940,563689944,2558825
6567,Salisbury 2 (CDC Contract),Rowan,11/8/2022,22940,180587149,724276
6568,Salisbury 2 (CDC Contract),Rowan,11/3/2022,22940,169576878,716137
6569,Salisbury 2 (CDC Contract),Rowan,11/1/2022,22940,138962245,617396
6570,Salisbury 2 (CDC Contract),Rowan,10/27/2022,22940,290134832,1126364
6571,Salisbury 2 (CDC Contract),Rowan,10/25/2022,22940,169879654,657822
6572,Salisbury 2 (CDC Contract),Rowan,10/20/2022,22940,107222013,401594
6573,Salisbury 2 (CDC Contract),Rowan,10/18/2022,22940,104391854,390994
6574,Salisbury 2 (CDC Contract),Rowan,10/13/2022,22940,87511394,329807
6575,Salisbury 2 (CDC Contract),Rowan,10/11/2022,22940,57241104,194335
6576,Salisbury 2 (CDC Contract),Rowan,10/6/2022,22940,183051831,612882
6577,Salisbury 2 (CDC Contract),Rowan,10/4/2022,22940,199591857,573247
6578,Salisbury 2 (CDC Contract),Rowan,9/29/2022,22940,350173509,1447541
6579,Salisbury 2 (CDC Contract),Rowan,9/27/2022,22940,202009235,741940
6580,Salisbury 2 (CDC Contract),Rowan,9/15/2022,22940,342295886,1294046
6581,Salisbury 2 (CDC Contract),Rowan,9/13/2022,22940,383997330,1059204
6582,Salisbury 2 (CDC Contract),Rowan,9/8/2022,22940,311844606,1611098
6583,Salisbury 2 (CDC Contract),Rowan,9/6/2022,22940,281425138,1767328
6584,Salisbury 2 (CDC Contract),Rowan,9/1/2022,22940,1182660550,4852452
6585,Salisbury 2 (CDC Contract),Rowan,8/30/2022,22940,378642650,1463407
6586,Salisbury 2 (CDC Contract),Rowan,8/25/2022,22940,635793278,2437057
6587,Salisbury 2 (CDC Contract),Rowan,8/23/2022,22940,425931976,1129134
6588,Salisbury 2 (CDC Contract),Rowan,8/18/2022,22940,488112533,1707866
6589,Salisbury 2 (CDC Contract),Rowan,8/16/2022,22940,345480120,1051031
6590,Salisbury 2 (CDC Contract),Rowan,8/11/2022,22940,509713444,1905569
6591,Salisbury 2 (CDC Contract),Rowan,8/9/2022,22940,411957911,1525988
6592,Salisbury 2 (CDC Contract),Rowan,8/4/2022,22940,445171125,1653059
6593,Salisbury 2 (CDC Contract),Rowan,8/2/2022,22940,695640076,2052418
6594,Salisbury 2 (CDC Contract),Rowan,7/28/2022,22940,904459287,3233709
6595,Salisbury 2 (CDC Contract),Rowan,7/26/2022,22940,239873165,1905192
6596,Salisbury 2 (CDC Contract),Rowan,7/21/2022,22940,1069320272,3885021
6597,Salisbury 2 (CDC Contract),Rowan,7/19/2022,22940,805833673,2276668
6598,Salisbury 2 (CDC Contract),Rowan,7/14/2022,22940,561860873,2761515
6599,Salisbury 2 (CDC Contract),Rowan,7/12/2022,22940,716049646,1793120
6600,Salisbury 2 (CDC Contract),Rowan,7/7/2022,22940,800558257,2166808
6601,Salisbury 2 (CDC Contract),Rowan,7/5/2022,22940,345994082,1569437
6602,Salisbury 2 (CDC Contract),Rowan,6/30/2022,22940,512040786,1894403
6603,Salisbury 2 (CDC Contract),Rowan,6/28/2022,22940,230884619,1102592
6604,Salisbury 2 (CDC Contract),Rowan,6/23/2022,22940,342060203,1422737
6605,Salisbury 2 (CDC Contract),Rowan,6/21/2022,22940,164589544,627317
6606,Salisbury 2 (CDC Contract),Rowan,6/16/2022,22940,264976725,967345
6607,Salisbury 2 (CDC Contract),Rowan,6/14/2022,22940,351904835,1272427
